"matricule","coursGrp"
"3496","6 GT:EDPF2-01"
"3496","6 GT:FGS2-02"
"3496","6 GT:FHIS2-02"
"3496","6 GT:FR4-02"
"3496","6 GT:LAT4-01"
"3496","6 GT:MATH6-02"
"3496","6 GT:NL4-02"
"3496","6 GT:REL2-02"
"3496","6 GT:SC3-02"
"3497","6 GT:ANG2-02"
"3497","6 GT:EDPM2-02"
"3497","6 GT:FGSN2-03"
"3497","6 GT:FR4-03"
"3497","6 GT:HISN2-03"
"3497","6 GT:MATH6-01"
"3497","6 GT:NL4-03"
"3497","6 GT:REL2-03"
"3497","6 GT:SC6-01"
"3497","6 GT:UNIV2-01"
"3498","6 GT:ANG2-02"
"3498","6 GT:EDPM2-02"
"3498","6 GT:FGSN2-03"
"3498","6 GT:FR4-03"
"3498","6 GT:HISN2-03"
"3498","6 GT:LAT4-01"
"3498","6 GT:MATH6-01"
"3498","6 GT:NL4-03"
"3498","6 GT:REL2-03"
"3498","6 GT:SC6-01"
"3498","6 GT:UNIV2-01"
"3499","4 GT:ACSP1-01"
"3499","4 GT:ANG2-02"
"3499","4 GT:EDPF2-03"
"3499","4 GT:FR5-03"
"3499","4 GT:GEO2-03"
"3499","4 GT:HIS2-03"
"3499","4 GT:MATH5-03"
"3499","4 GT:NL4-03"
"3499","4 GT:REL2-03"
"3499","4 GT:SC3-01"
"3499","4 GT:SCSO4-01"
"3501","6 GT:ANG4-02"
"3501","6 GT:EDPF2-02"
"3501","6 GT:FGSN2-03"
"3501","6 GT:FR4-03"
"3501","6 GT:HISN2-03"
"3501","6 GT:MATH6-01"
"3501","6 GT:NL4-03"
"3501","6 GT:REL2-03"
"3501","6 GT:SC6-01"
"3503","6 GT:ANG4-01"
"3503","6 GT:ECO4-01"
"3503","6 GT:EDPF2-01"
"3503","6 GT:FGS2-02"
"3503","6 GT:FHIS2-02"
"3503","6 GT:FR4-02"
"3503","6 GT:MATH4-02"
"3503","6 GT:NL4-02"
"3503","6 GT:REL2-02"
"3503","6 GT:SC3-02"
"3508","6 TT:ANG2-01"
"3508","6 TT:BIO2-01"
"3508","6 TT:EDPF4-01"
"3508","6 TT:EDSC2-01"
"3508","6 TT:FGS2-01"
"3508","6 TT:FHIS2-01"
"3508","6 TT:FR4-01"
"3508","6 TT:MATH4-01"
"3508","6 TT:NL4-01"
"3508","6 TT:PSY2-01"
"3508","6 TT:QEJS3-01"
"3508","6 TT:REL2-01"
"3508","6 TT:TEEX1-01"
"3511","6 TQ:AIP2-06"
"3511","6 TQ:CORE2-05"
"3511","6 TQ:EDPF2-05"
"3511","6 TQ:EDSA2-05"
"3511","6 TQ:FR4-05"
"3511","6 TQ:MATH2-05"
"3511","6 TQ:NL2-05"
"3511","6 TQ:PSY3-05"
"3511","6 TQ:REL2-05"
"3511","6 TQ:SC2-05"
"3511","6 TQ:SCHU2-05"
"3511","6 TQ:SOC2-05"
"3511","6 TQ:STAG4-07"
"3511","6 TQ:TEED2-05"
"3511","6 TQ:TEED3-05"
"3514","6 GT:ANG2-02"
"3514","6 GT:ECO4-01"
"3514","6 GT:EDPM2-02"
"3514","6 GT:FGS2-03"
"3514","6 GT:FHIS2-03"
"3514","6 GT:FR4-03"
"3514","6 GT:MATH6-01"
"3514","6 GT:NL4-03"
"3514","6 GT:REL2-03"
"3514","6 GT:SC3-03"
"3514","6 GT:UNIV2-01"
"3516","6 TT:ANG2-01"
"3516","6 TT:BIO2-01"
"3516","6 TT:EDAR2-01"
"3516","6 TT:EDPF2-02"
"3516","6 TT:EDSC2-01"
"3516","6 TT:FGS2-01"
"3516","6 TT:FHIS2-01"
"3516","6 TT:FR4-01"
"3516","6 TT:MATH4-01"
"3516","6 TT:NL4-01"
"3516","6 TT:PSY2-01"
"3516","6 TT:QEJS3-01"
"3516","6 TT:REL2-01"
"3516","6 TT:TEEX1-01"
"3517","6 GT:ANG4-01"
"3517","6 GT:ECO4-01"
"3517","6 GT:EDPM2-01"
"3517","6 GT:FGS2-02"
"3517","6 GT:FHIS2-02"
"3517","6 GT:FR4-02"
"3517","6 GT:MATH4-02"
"3517","6 GT:NL4-02"
"3517","6 GT:REL2-02"
"3517","6 GT:SC3-02"
"3522","6 GT:ANG4-03"
"3522","6 GT:EDPF2-02"
"3522","6 GT:ESTH1-01"
"3522","6 GT:FGS2-04"
"3522","6 GT:FHIS2-04"
"3522","6 GT:FR4-04"
"3522","6 GT:MATH4-03"
"3522","6 GT:NL4-04"
"3522","6 GT:REFR2-01"
"3522","6 GT:REL2-04"
"3522","6 GT:SC3-01"
"3522","6 GT:SCSO4-01"
"3524","6 GT:ALL2-01"
"3524","6 GT:ANG4-02"
"3524","6 GT:EDPF2-02"
"3524","6 GT:FGSN2-03"
"3524","6 GT:FR4-03"
"3524","6 GT:HISN2-03"
"3524","6 GT:MATH4-02"
"3524","6 GT:NL4-03"
"3524","6 GT:REL2-03"
"3524","6 GT:SC3-03"
"3524","6 GT:SCSO4-01"
"3525","6 GT:ANG2-01"
"3525","6 GT:ECO4-01"
"3525","6 GT:EDPM4-01"
"3525","6 GT:FGS2-01"
"3525","6 GT:FHIS2-01"
"3525","6 GT:FR4-01"
"3525","6 GT:MATH4-01"
"3525","6 GT:NL4-01"
"3525","6 GT:REL2-01"
"3525","6 GT:SC3-03"
"3526","6 GT:ALL2-01"
"3526","6 GT:ANG4-03"
"3526","6 GT:EDPF2-02"
"3526","6 GT:FGS2-04"
"3526","6 GT:FHIS2-04"
"3526","6 GT:FR4-04"
"3526","6 GT:LAT4-02"
"3526","6 GT:MATH4-03"
"3526","6 GT:NL4-04"
"3526","6 GT:REL2-04"
"3526","6 GT:SC3-01"
"3530","5 GT:ANG2-02"
"3530","5 GT:ECO4-01"
"3530","5 GT:EDPF2-01"
"3530","5 GT:FGS2-04"
"3530","5 GT:FR4-04"
"3530","5 GT:HIS2-04"
"3530","5 GT:MATH6-02"
"3530","5 GT:NL4-04"
"3530","5 GT:REL2-04"
"3530","5 GT:SC3-03"
"3530","5 GT:UNIV2-01"
"3533","6 TT:ANG2-01"
"3533","6 TT:BIO2-01"
"3533","6 TT:EDAR2-01"
"3533","6 TT:EDPF2-02"
"3533","6 TT:EDSC2-01"
"3533","6 TT:FGS2-01"
"3533","6 TT:FHIS2-01"
"3533","6 TT:FR4-01"
"3533","6 TT:MATH4-01"
"3533","6 TT:NL4-01"
"3533","6 TT:PSY2-01"
"3533","6 TT:QEJS3-01"
"3533","6 TT:REL2-01"
"3533","6 TT:TEEX1-01"
"3538","6 TQ:AIP2-06"
"3538","6 TQ:CORE2-05"
"3538","6 TQ:EDPF2-05"
"3538","6 TQ:EDSA2-05"
"3538","6 TQ:FR4-05"
"3538","6 TQ:MATH2-05"
"3538","6 TQ:NL2-05"
"3538","6 TQ:PSY3-05"
"3538","6 TQ:REL2-05"
"3538","6 TQ:SC2-05"
"3538","6 TQ:SCHU2-05"
"3538","6 TQ:SOC2-05"
"3538","6 TQ:STAG4-07"
"3538","6 TQ:TEED2-05"
"3538","6 TQ:TEED3-05"
"3540","6 GT:ANG4-01"
"3540","6 GT:ECO4-01"
"3540","6 GT:EDPM2-01"
"3540","6 GT:FGS2-02"
"3540","6 GT:FHIS2-02"
"3540","6 GT:FR4-02"
"3540","6 GT:MATH6-02"
"3540","6 GT:NL4-02"
"3540","6 GT:REL2-02"
"3540","6 GT:SC3-02"
"3541","6 GT:ANG4-02"
"3541","6 GT:ECO4-01"
"3541","6 GT:EDPM2-02"
"3541","6 GT:FGS2-03"
"3541","6 GT:FHIS2-03"
"3541","6 GT:FR4-03"
"3541","6 GT:MATH4-02"
"3541","6 GT:NL4-03"
"3541","6 GT:REL2-03"
"3541","6 GT:SC3-03"
"3543","5 GT:ANG4-02"
"3543","5 GT:EDPF2-01"
"3543","5 GT:ESTH1-01"
"3543","5 GT:FGS2-04"
"3543","5 GT:FR4-04"
"3543","5 GT:FRRE2-04"
"3543","5 GT:HIS2-04"
"3543","5 GT:MATH4-02"
"3543","5 GT:NL4-04"
"3543","5 GT:REL2-04"
"3543","5 GT:SC3-03"
"3543","5 GT:SCSO4-01"
"3545","6 GT:ANG2-02"
"3545","6 GT:EDPF2-02"
"3545","6 GT:FGSN2-03"
"3545","6 GT:FR4-03"
"3545","6 GT:HISN2-03"
"3545","6 GT:LAT4-01"
"3545","6 GT:MATH4-02"
"3545","6 GT:NL4-03"
"3545","6 GT:REL2-03"
"3545","6 GT:SC6-01"
"3546","6 GT:ANG2-02"
"3546","6 GT:EDPM2-02"
"3546","6 GT:FGSN2-03"
"3546","6 GT:FR4-03"
"3546","6 GT:HISN2-03"
"3546","6 GT:LAT4-01"
"3546","6 GT:MATH6-01"
"3546","6 GT:NL4-03"
"3546","6 GT:REL2-03"
"3546","6 GT:SC3-03"
"3546","6 GT:UNIV2-01"
"3547","6 TT:ANG2-01"
"3547","6 TT:BIO2-01"
"3547","6 TT:EDAR2-01"
"3547","6 TT:EDPF2-02"
"3547","6 TT:EDSC2-01"
"3547","6 TT:FGS2-01"
"3547","6 TT:FHIS2-01"
"3547","6 TT:FR4-01"
"3547","6 TT:MATH4-01"
"3547","6 TT:NL4-01"
"3547","6 TT:PSY2-01"
"3547","6 TT:QEJS3-01"
"3547","6 TT:REL2-01"
"3547","6 TT:TEEX1-01"
"3553","6 GT:ALL2-01"
"3553","6 GT:ANG4-02"
"3553","6 GT:EDPM2-02"
"3553","6 GT:FGSN2-03"
"3553","6 GT:FR4-03"
"3553","6 GT:HISN2-03"
"3553","6 GT:MATH4-02"
"3553","6 GT:NL4-03"
"3553","6 GT:REL2-03"
"3553","6 GT:SC3-03"
"3553","6 GT:SCSO4-01"
"3554","6 GT:ANG4-01"
"3554","6 GT:EDPM2-01"
"3554","6 GT:FGS2-02"
"3554","6 GT:FHIS2-02"
"3554","6 GT:FR4-02"
"3554","6 GT:LAT4-01"
"3554","6 GT:MATH6-02"
"3554","6 GT:NL4-02"
"3554","6 GT:REL2-02"
"3554","6 GT:SC3-02"
"3556","6 TT:ANG2-01"
"3556","6 TT:BIO2-01"
"3556","6 TT:EDPF4-01"
"3556","6 TT:EDSC2-01"
"3556","6 TT:FGS2-01"
"3556","6 TT:FHIS2-01"
"3556","6 TT:FR4-01"
"3556","6 TT:MATH4-01"
"3556","6 TT:NL4-01"
"3556","6 TT:PSY2-01"
"3556","6 TT:QEJS3-01"
"3556","6 TT:REL2-01"
"3556","6 TT:TEEX1-01"
"3557","6 GT:ANG2-02"
"3557","6 GT:EDPM2-02"
"3557","6 GT:FGSN2-03"
"3557","6 GT:FR4-03"
"3557","6 GT:HISN2-03"
"3557","6 GT:LAT4-01"
"3557","6 GT:MATH6-01"
"3557","6 GT:NL4-03"
"3557","6 GT:REL2-03"
"3557","6 GT:SC3-03"
"3558","6 GT:ALL2-01"
"3558","6 GT:ANG4-02"
"3558","6 GT:EDPF2-02"
"3558","6 GT:FGSN2-03"
"3558","6 GT:FR4-03"
"3558","6 GT:HISN2-03"
"3558","6 GT:LAT4-01"
"3558","6 GT:MATH4-02"
"3558","6 GT:NL4-03"
"3558","6 GT:REL2-03"
"3558","6 GT:SC3-03"
"3561","6 GT:ANG4-01"
"3561","6 GT:EDPM2-01"
"3561","6 GT:FGS2-02"
"3561","6 GT:FHIS2-02"
"3561","6 GT:FR4-02"
"3561","6 GT:LAT4-01"
"3561","6 GT:MATH6-02"
"3561","6 GT:NL4-02"
"3561","6 GT:REL2-02"
"3561","6 GT:SC3-02"
"3562","6 GT:ANG4-01"
"3562","6 GT:EDPF2-01"
"3562","6 GT:FGS2-02"
"3562","6 GT:FHIS2-02"
"3562","6 GT:FR4-02"
"3562","6 GT:LAT4-01"
"3562","6 GT:MATH6-02"
"3562","6 GT:NL4-02"
